company,month,market_condition,budget,marketing_spend,rnd_spend,pricing_strategy,product_quality,customer_base,action_taken,action_intensity,revenue,profit_margin,market_share,innovation_score
AlphaCorp,22,growth,416452,7338,66479,1.0,1.02,74001,marketing_blitz,8,524874,0.12,0.849,7.37
AlphaCorp,9,growth,608882,34812,81880,1.11,2.14,27907,marketing_blitz,8,302855,0.1,0.5297,9.05
BetaTech,23,stagnation,957672,5893,232222,1.12,4.91,31524,invest_rnd,5,1196043,0.32,0.8234,4.02
DeltaHealth,5,growth,98205,141342,265745,1.15,7.72,41102,launch_product,3,1915359,0.25,0.1155,4.18
BetaTech,13,stagnation,477009,145385,172712,0.93,7.08,13787,expand_market,1,1484347,0.16,0.8517,9.17
BetaTech,19,growth,378465,54551,133583,0.86,3.81,37005,expand_market,9,1775082,0.09,0.7967,3.12
AlphaCorp,24,recession,947058,27133,235881,1.16,3.89,24561,launch_product,2,652161,0.27,0.7639,2.68
DeltaHealth,10,recession,998618,71796,137830,1.04,6.92,39479,invest_rnd,2,211419,0.12,0.3615,7.04
BetaTech,20,stagnation,340009,101440,22939,1.04,7.37,28955,invest_rnd,9,671404,0.28,0.5944,2.64
BetaTech,21,stagnation,186258,133906,53938,1.03,7.51,15813,price_cut,8,1499210,0.07,0.3417,3.5
GammaRetail,14,stagnation,515988,41522,203210,0.81,2.43,86004,launch_product,3,1845862,0.36,0.4057,4.65
AlphaCorp,22,stagnation,950319,30679,129601,0.9,1.59,11856,expand_market,8,59484,0.15,0.3639,1.84
GammaRetail,21,recession,107704,146993,286081,1.07,5.54,10142,price_cut,2,563652,0.23,0.257,6.82
GammaRetail,12,stagnation,220441,21784,13767,0.81,4.59,98040,marketing_blitz,5,538128,0.28,0.4742,8.37
BetaTech,11,growth,701557,185043,202477,1.04,9.36,88301,invest_rnd,2,934170,0.35,0.1681,8.42
AlphaCorp,23,growth,757909,14476,39093,0.82,1.05,61052,launch_product,8,1666140,0.09,0.2675,6.77
DeltaHealth,7,stagnation,477210,73920,290115,0.8,8.28,10471,expand_market,3,69321,0.35,0.8099,5.3
BetaTech,17,growth,118176,178515,56943,1.16,9.93,1276,expand_market,10,1233624,0.25,0.4707,4.13
DeltaHealth,18,stagnation,694026,82698,134934,1.16,8.65,9603,launch_product,5,346366,0.38,0.0231,1.06
DeltaHealth,7,growth,86417,163322,90526,0.92,8.33,99123,expand_market,7,112807,0.36,0.193,8.99
AlphaCorp,24,growth,425080,136451,90647,1.15,1.2,73007,expand_market,5,1141325,0.32,0.5317,1.2
GammaRetail,20,stagnation,563815,175075,211780,0.83,8.79,81740,marketing_blitz,3,555218,0.08,0.8974,5.84
AlphaCorp,6,stagnation,145153,57681,151419,0.96,6.26,7590,launch_product,3,1229612,0.34,0.7969,2.55
DeltaHealth,11,recession,373844,188759,156294,0.99,6.89,46137,marketing_blitz,5,1456532,0.28,0.7978,6.56
BetaTech,12,stagnation,638564,189856,96016,0.96,4.57,23547,invest_rnd,4,1479740,0.12,0.0557,1.84
DeltaHealth,16,recession,219477,59812,211662,0.94,9.5,41139,launch_product,3,856004,0.06,0.1397,6.01
BetaTech,19,stagnation,85971,68498,108023,1.04,5.71,75372,expand_market,3,1115046,0.16,0.478,8.08
BetaTech,23,growth,256600,86368,213664,1.07,6.56,22142,price_cut,10,1217679,0.27,0.2725,5.71
AlphaCorp,19,recession,372884,168407,21919,1.18,2.88,15035,expand_market,4,252576,0.2,0.1363,2.57
DeltaHealth,11,growth,679827,179363,282542,0.85,6.02,40048,expand_market,8,1771518,0.34,0.6909,6.52
GammaRetail,16,stagnation,450509,123505,235062,1.16,2.99,18750,launch_product,8,1501599,0.25,0.1103,6.15
DeltaHealth,23,stagnation,485592,85814,175596,1.12,2.03,63079,expand_market,5,408873,0.09,0.6301,9.01
DeltaHealth,12,stagnation,701665,167850,13929,0.91,5.64,40944,price_cut,3,1336987,0.39,0.5114,1.33
GammaRetail,8,stagnation,638602,4863,153243,0.88,8.61,44111,launch_product,5,172700,0.28,0.6008,7.6
AlphaCorp,3,recession,467450,148145,95347,0.85,8.9,69019,price_cut,2,1327530,0.1,0.2148,4.9
DeltaHealth,2,recession,107679,172165,255333,0.97,9.43,34692,expand_market,9,507580,0.31,0.7092,5.07
DeltaHealth,6,stagnation,306961,181968,78082,1.02,9.43,98444,invest_rnd,1,77694,0.08,0.1775,9.72
BetaTech,16,growth,670572,130650,217669,1.03,9.72,76866,launch_product,8,188741,0.35,0.3337,4.23
DeltaHealth,20,recession,565759,188616,158044,0.97,7.5,18424,invest_rnd,2,17976,0.35,0.5039,6.32
GammaRetail,24,growth,334466,67092,272411,1.07,2.0,72043,price_cut,2,1455366,0.24,0.4788,3.36
BetaTech,15,stagnation,805625,71261,95885,1.08,6.56,18602,invest_rnd,9,583737,0.15,0.2192,4.34
AlphaCorp,14,recession,515699,199459,160798,1.01,6.48,39266,invest_rnd,2,611074,0.18,0.6524,6.08
BetaTech,2,recession,837275,142683,165664,1.02,1.96,69332,marketing_blitz,10,369842,0.07,0.3921,9.96
GammaRetail,20,recession,885577,52508,129380,0.88,7.33,40213,marketing_blitz,9,590490,0.17,0.9304,6.23
GammaRetail,18,growth,76216,63822,230283,1.02,4.73,33274,invest_rnd,8,1872687,0.31,0.4539,3.04
BetaTech,14,stagnation,952244,16819,64226,0.83,1.63,19176,invest_rnd,6,454793,0.34,0.8488,9.68
AlphaCorp,18,stagnation,768049,105579,197393,1.03,9.42,98351,marketing_blitz,5,1470737,0.21,0.8152,3.4
BetaTech,2,recession,498930,183107,57385,1.06,2.73,46794,launch_product,6,1369529,0.24,0.6393,6.24
AlphaCorp,1,recession,693687,33467,195042,1.19,2.12,15590,expand_market,1,87056,0.14,0.6735,1.36
BetaTech,20,stagnation,158805,119985,293185,0.97,2.82,57235,invest_rnd,9,1346808,0.29,0.1896,5.07
GammaRetail,2,growth,755276,139526,245391,1.0,7.88,47834,launch_product,8,1032206,0.26,0.2129,9.48
DeltaHealth,9,recession,944628,82042,107323,0.98,7.94,71911,expand_market,7,686964,0.21,0.2147,1.22
DeltaHealth,9,growth,355443,21227,74747,0.9,1.77,90118,invest_rnd,1,162281,0.07,0.4641,3.61
AlphaCorp,16,growth,639011,129846,142058,0.84,5.61,84209,invest_rnd,8,1123497,0.2,0.1969,6.82
AlphaCorp,11,stagnation,700895,72973,253968,1.06,7.21,31793,price_cut,8,806250,0.27,0.4985,7.34
AlphaCorp,23,stagnation,432407,160776,294779,0.83,7.15,70713,expand_market,1,1581668,0.28,0.8503,5.6
GammaRetail,6,growth,57403,107513,110949,0.97,7.04,24733,marketing_blitz,3,525939,0.22,0.8975,7.96
BetaTech,12,growth,595301,14159,91048,0.8,4.82,68174,launch_product,8,939788,0.09,0.2809,3.79
GammaRetail,3,stagnation,239508,181895,117439,1.18,4.68,82331,expand_market,3,1936316,0.21,0.4058,3.99
DeltaHealth,12,recession,51604,15303,159428,1.08,9.27,25889,launch_product,4,1055165,0.37,0.6049,5.95
AlphaCorp,23,growth,616517,170932,10084,0.89,9.58,62380,marketing_blitz,8,1639878,0.22,0.8937,5.07
BetaTech,1,recession,980366,75866,146168,0.91,2.59,61601,price_cut,8,1196577,0.18,0.5183,3.89
DeltaHealth,9,growth,685116,58551,72596,0.93,9.96,85131,price_cut,10,1561540,0.12,0.6043,1.62
DeltaHealth,20,stagnation,585882,1160,12463,1.01,2.24,53493,expand_market,6,1614961,0.28,0.1679,1.31
DeltaHealth,22,recession,908474,176393,24709,1.05,8.08,31432,price_cut,7,1283494,0.28,0.9687,7.55
GammaRetail,6,stagnation,904758,82714,107758,0.83,1.94,31428,price_cut,9,640315,0.19,0.3562,2.36
AlphaCorp,11,growth,765216,70950,104126,1.06,6.62,43066,launch_product,5,316882,0.24,0.2122,1.95
DeltaHealth,3,stagnation,742069,54709,285589,0.83,5.99,1201,invest_rnd,3,229774,0.23,0.0914,5.86
AlphaCorp,4,recession,301388,175017,284434,1.17,9.99,44606,launch_product,8,181496,0.14,0.162,7.56
GammaRetail,10,stagnation,568525,85876,220778,1.0,5.66,74640,marketing_blitz,7,1043650,0.26,0.1746,9.4
DeltaHealth,19,recession,390094,140315,299212,1.17,6.7,68719,expand_market,6,363499,0.25,0.7945,6.62
GammaRetail,6,stagnation,730593,175697,182841,1.06,7.48,44223,expand_market,4,1361998,0.17,0.6884,9.39
GammaRetail,1,stagnation,623297,136777,64044,0.96,7.53,33325,price_cut,1,932833,0.21,0.8372,5.72
AlphaCorp,8,recession,289432,82340,233396,1.11,6.74,11143,invest_rnd,5,1558571,0.36,0.2403,6.42
DeltaHealth,8,recession,333761,148165,85324,0.83,8.06,18450,invest_rnd,6,1023283,0.25,0.5687,8.21
GammaRetail,6,recession,957506,108459,36553,1.03,7.59,69253,price_cut,6,1107987,0.31,0.6832,6.98
DeltaHealth,17,growth,241016,62662,163361,0.9,4.31,23702,launch_product,4,61222,0.4,0.3618,5.69
AlphaCorp,19,stagnation,475939,107421,241317,1.14,2.09,25825,marketing_blitz,4,1624137,0.19,0.7148,5.82
GammaRetail,1,recession,265478,38700,271572,1.16,9.13,88433,price_cut,3,469850,0.37,0.4182,5.82
AlphaCorp,15,growth,360609,67685,36611,1.03,1.09,86969,invest_rnd,2,516527,0.29,0.1769,4.15
DeltaHealth,13,growth,617703,134631,212856,0.9,2.83,83508,invest_rnd,6,511905,0.28,0.648,4.74
DeltaHealth,21,recession,392604,11369,211951,0.96,5.95,31096,price_cut,3,1596261,0.36,0.213,7.05
AlphaCorp,3,recession,557047,192171,132056,1.05,8.09,82743,marketing_blitz,8,23768,0.24,0.6875,2.69
BetaTech,2,recession,396907,34835,172090,0.97,2.92,76604,invest_rnd,2,532124,0.19,0.6052,9.42
GammaRetail,3,growth,680381,115047,87950,1.11,6.71,55095,invest_rnd,8,1962403,0.23,0.2096,8.66
DeltaHealth,9,growth,666130,150285,159932,0.95,4.4,75642,price_cut,9,563648,0.16,0.3451,6.32
DeltaHealth,16,stagnation,291379,103587,13781,1.0,1.03,25456,launch_product,4,1174669,0.13,0.7163,4.75
GammaRetail,24,growth,733978,165762,220702,0.88,7.44,70311,price_cut,5,147789,0.37,0.7216,8.78
AlphaCorp,13,recession,69622,155202,26881,1.08,6.62,95381,price_cut,1,1109767,0.06,0.0678,7.04
AlphaCorp,19,stagnation,368996,113509,209986,1.15,1.5,5794,launch_product,5,330055,0.28,0.961,8.61
AlphaCorp,18,stagnation,88052,68580,241894,0.95,8.83,89773,expand_market,8,1539621,0.07,0.9408,4.53
BetaTech,21,stagnation,118225,126861,14243,1.18,2.53,93542,launch_product,8,1982253,0.11,0.5,8.61
BetaTech,12,stagnation,553045,39581,54641,0.82,8.24,24727,launch_product,10,1597400,0.29,0.4651,1.38
DeltaHealth,12,recession,982403,95526,48972,0.89,4.62,21433,marketing_blitz,10,209731,0.06,0.4823,1.72
AlphaCorp,1,stagnation,806996,171937,211167,0.96,2.96,80456,expand_market,7,1440575,0.09,0.4521,9.35
GammaRetail,20,recession,559102,68133,206394,0.97,6.27,3692,launch_product,5,1728268,0.3,0.0155,4.68
DeltaHealth,8,growth,712314,121397,70017,1.12,5.06,15325,price_cut,7,814581,0.07,0.0764,9.66
GammaRetail,17,recession,941999,68857,134278,1.15,9.1,1062,marketing_blitz,8,418934,0.06,0.3772,7.37
DeltaHealth,21,stagnation,796852,55010,99422,0.92,6.8,22275,marketing_blitz,8,345092,0.1,0.2448,6.34
BetaTech,20,growth,736449,162720,11258,1.06,8.38,51474,expand_market,7,655756,0.38,0.6728,4.83
DeltaHealth,22,growth,244087,158669,265746,1.02,1.38,79343,marketing_blitz,2,1212417,0.38,0.5948,9.34
BetaTech,7,growth,89818,64511,272042,0.87,5.28,58761,launch_product,1,112185,0.1,0.0908,7.93
DeltaHealth,9,stagnation,754208,166157,30169,0.93,3.93,80596,marketing_blitz,7,1677608,0.13,0.3791,5.17
AlphaCorp,17,recession,661469,130157,40353,0.81,2.44,88464,marketing_blitz,5,1086599,0.28,0.923,3.82
GammaRetail,10,recession,390737,94587,110680,0.92,9.77,44187,marketing_blitz,7,239506,0.26,0.4416,5.84
AlphaCorp,4,stagnation,485366,32477,82021,0.84,7.21,41176,price_cut,10,1365780,0.14,0.5316,6.71
DeltaHealth,22,stagnation,254478,163729,221654,1.16,3.78,54660,expand_market,9,938482,0.27,0.7794,6.51
DeltaHealth,7,growth,919694,53707,249214,1.16,4.88,27777,launch_product,1,919725,0.18,0.8457,6.21
DeltaHealth,7,recession,625094,87217,246433,1.07,5.64,66372,marketing_blitz,9,1221552,0.21,0.1141,4.05
BetaTech,8,stagnation,251361,187528,143280,1.2,1.14,11570,invest_rnd,6,346342,0.32,0.5976,8.81
GammaRetail,24,stagnation,646960,94910,158588,1.03,7.97,78020,launch_product,6,1502265,0.13,0.2995,7.75
GammaRetail,24,recession,826029,67605,105095,0.88,8.27,90745,price_cut,4,1458607,0.22,0.6263,3.32
DeltaHealth,8,growth,206636,99801,33705,1.15,7.54,53262,expand_market,8,815219,0.37,0.1159,6.81
DeltaHealth,16,growth,885581,194973,280301,0.88,4.39,75215,price_cut,3,527077,0.25,0.8419,9.28
BetaTech,12,growth,307168,197712,94943,0.91,1.9,35600,price_cut,2,1520174,0.16,0.4094,7.72
AlphaCorp,15,recession,690053,53905,238425,1.06,1.04,74193,expand_market,6,1256234,0.07,0.65,8.65
AlphaCorp,8,stagnation,115657,137114,182918,0.85,4.93,34786,launch_product,9,89460,0.07,0.9639,4.69
GammaRetail,22,stagnation,626635,152491,285137,1.04,9.55,99645,price_cut,3,272988,0.4,0.7268,6.03
BetaTech,9,stagnation,904182,104508,135445,0.92,5.19,52385,marketing_blitz,10,1276157,0.15,0.4177,3.45
DeltaHealth,3,stagnation,364287,51999,239430,1.05,9.08,70343,price_cut,2,1528908,0.13,0.1645,2.91
GammaRetail,22,recession,288401,110644,280476,1.12,6.35,88074,launch_product,10,779550,0.27,0.5993,7.23
BetaTech,21,growth,215909,59921,18119,0.96,6.59,49818,invest_rnd,9,1874251,0.19,0.3704,5.6
AlphaCorp,16,growth,759907,52724,48251,0.93,8.22,31564,invest_rnd,4,1613159,0.37,0.2423,5.64
BetaTech,15,growth,584364,155421,247756,0.93,3.59,3524,expand_market,3,570283,0.18,0.4136,3.74
AlphaCorp,24,growth,783144,163699,207702,0.94,5.77,90326,expand_market,2,1316980,0.12,0.8972,1.93
BetaTech,4,stagnation,183034,182207,63978,1.11,1.82,37782,price_cut,2,1792880,0.33,0.8969,6.1
GammaRetail,20,stagnation,70407,105738,151896,0.97,9.6,82708,invest_rnd,6,940882,0.09,0.2942,5.59
AlphaCorp,16,recession,402663,33264,56614,1.09,9.95,42191,expand_market,7,489109,0.19,0.8381,5.76
GammaRetail,10,growth,406833,191476,28042,1.1,6.13,16701,invest_rnd,9,330676,0.1,0.769,2.17
GammaRetail,11,stagnation,777338,5647,142250,1.01,9.29,1366,launch_product,7,1942293,0.31,0.3629,8.72
AlphaCorp,5,stagnation,367716,31627,235002,0.98,8.52,78761,marketing_blitz,3,875601,0.09,0.897,1.67
AlphaCorp,11,stagnation,360063,74076,233044,0.95,5.73,72999,invest_rnd,7,1521921,0.23,0.054,8.02
DeltaHealth,13,growth,789649,181350,53239,1.06,6.58,66067,expand_market,8,368568,0.35,0.7845,4.05
DeltaHealth,15,stagnation,797634,98960,126593,1.01,7.56,88793,invest_rnd,9,439602,0.28,0.6159,9.2
DeltaHealth,6,growth,68703,48878,118764,0.92,3.98,77719,expand_market,9,211600,0.19,0.6796,5.08
GammaRetail,16,growth,757751,90310,293153,1.01,3.79,72880,expand_market,8,917926,0.34,0.3497,8.89
GammaRetail,15,recession,942692,14300,57445,1.06,8.46,58382,launch_product,9,1374985,0.3,0.4249,1.63
DeltaHealth,11,recession,186627,194334,240298,1.02,2.7,76712,expand_market,5,212333,0.16,0.6515,7.35
GammaRetail,20,growth,838324,112562,134634,0.81,3.13,52108,expand_market,3,1000689,0.26,0.2751,5.18
GammaRetail,2,growth,482391,117957,86660,1.2,6.33,41720,launch_product,3,202699,0.09,0.3598,5.22
AlphaCorp,2,growth,257097,84534,176745,1.1,4.58,94450,marketing_blitz,8,19825,0.21,0.6194,9.77
AlphaCorp,12,stagnation,655037,77172,191607,0.9,2.18,99570,launch_product,3,922096,0.31,0.6877,3.24
GammaRetail,16,stagnation,621830,99402,221207,1.1,9.86,58095,invest_rnd,8,478335,0.09,0.8639,8.08
DeltaHealth,19,stagnation,925861,166346,22099,1.11,5.26,19221,price_cut,3,941023,0.2,0.3567,5.89
BetaTech,2,recession,510241,168315,149395,1.04,9.99,76370,marketing_blitz,8,766124,0.33,0.6103,4.61
DeltaHealth,17,growth,145289,162002,261486,1.05,5.06,43819,launch_product,4,136863,0.08,0.0327,4.1
BetaTech,14,stagnation,731988,13566,159406,0.86,8.07,39726,invest_rnd,10,297946,0.25,0.671,2.12
DeltaHealth,24,stagnation,742137,97948,252203,0.95,7.34,27547,price_cut,5,372888,0.28,0.7988,9.59
AlphaCorp,16,recession,393662,15116,288397,1.04,3.94,66270,expand_market,10,727906,0.35,0.1086,1.84
GammaRetail,5,recession,797372,32507,62413,0.83,1.75,83310,marketing_blitz,2,678155,0.27,0.0321,2.55
GammaRetail,10,growth,772717,116063,240062,1.19,2.37,15449,marketing_blitz,5,1534390,0.16,0.9354,7.45
AlphaCorp,17,growth,667310,119162,221317,0.84,1.34,2598,expand_market,5,1983966,0.12,0.8745,9.96
BetaTech,13,stagnation,521304,34003,208613,0.96,6.91,50666,price_cut,6,1013013,0.07,0.3168,5.45
BetaTech,16,stagnation,264264,136825,158560,1.17,1.59,42929,expand_market,10,1338052,0.29,0.3678,1.26
BetaTech,9,stagnation,408494,70699,254737,0.81,3.66,97414,price_cut,7,237955,0.26,0.4003,2.94
AlphaCorp,24,stagnation,92846,27556,171506,1.07,2.03,71574,marketing_blitz,6,1829046,0.08,0.3917,4.72
BetaTech,4,stagnation,109176,73647,43263,0.96,6.25,6132,price_cut,1,461907,0.34,0.7452,9.61
AlphaCorp,24,recession,650882,130837,212905,1.09,7.31,23622,launch_product,9,1934400,0.33,0.3714,2.17
DeltaHealth,16,growth,910856,189381,20672,1.07,5.01,43696,marketing_blitz,8,1300820,0.27,0.5979,9.12
DeltaHealth,23,recession,126092,10391,179782,1.04,9.62,28282,price_cut,10,347095,0.21,0.5646,3.3
AlphaCorp,11,growth,964181,172539,46621,1.15,3.42,51593,invest_rnd,2,1088332,0.31,0.4452,1.12
GammaRetail,7,growth,625209,197036,210279,0.8,9.93,79563,price_cut,7,19025,0.14,0.0712,1.72
DeltaHealth,17,growth,724585,76681,11762,0.86,6.27,95994,price_cut,8,1690483,0.3,0.716,5.97
BetaTech,22,recession,551961,130895,177580,1.11,8.74,43769,marketing_blitz,4,486371,0.39,0.1045,9.71
AlphaCorp,13,stagnation,664149,129518,79370,1.05,2.08,59688,price_cut,4,764898,0.28,0.9098,4.2
BetaTech,4,growth,618372,141081,194403,1.17,9.85,53863,expand_market,1,41558,0.12,0.7768,4.87
BetaTech,14,growth,406000,99356,101089,0.98,7.8,58135,invest_rnd,2,81199,0.17,0.1237,7.8
GammaRetail,10,recession,514115,110525,265839,1.02,6.35,51059,expand_market,3,1226633,0.22,0.2593,4.91
BetaTech,10,recession,393980,137458,283473,1.05,1.04,95951,expand_market,4,1437241,0.25,0.6546,9.18
GammaRetail,10,stagnation,706477,151559,241761,0.87,1.04,61741,expand_market,2,305028,0.13,0.17,9.83
DeltaHealth,12,stagnation,581735,165030,58217,0.86,2.52,60282,marketing_blitz,3,879527,0.31,0.5162,6.41
AlphaCorp,2,growth,765867,10910,217821,0.9,4.66,70017,launch_product,3,743725,0.29,0.8159,1.28
BetaTech,23,recession,984700,172194,215186,0.95,3.66,56333,invest_rnd,10,342411,0.21,0.4889,2.06
AlphaCorp,9,stagnation,838892,26406,100814,1.0,8.65,96512,launch_product,9,1606273,0.16,0.5957,1.5
BetaTech,5,stagnation,365634,168312,261064,0.99,7.76,37048,launch_product,4,515515,0.26,0.4573,7.19
AlphaCorp,8,stagnation,956603,170113,109815,1.12,9.03,45811,marketing_blitz,3,684631,0.12,0.9879,2.61
BetaTech,21,recession,949022,127240,94067,0.85,4.37,23695,price_cut,6,96454,0.33,0.7826,5.51
BetaTech,14,recession,463319,36353,126992,0.95,8.08,1645,price_cut,5,945972,0.23,0.2018,2.71
BetaTech,7,recession,237455,132522,161331,1.18,8.58,53923,marketing_blitz,10,1818121,0.14,0.8804,8.37
BetaTech,7,recession,517798,146246,262162,1.11,9.97,66276,marketing_blitz,6,778887,0.23,0.7742,5.01
BetaTech,9,recession,225978,152885,250890,0.97,7.99,57687,invest_rnd,7,758008,0.26,0.1519,9.93
BetaTech,3,growth,257048,98489,254503,1.03,8.73,57830,expand_market,1,1063931,0.17,0.3135,4.72
BetaTech,14,growth,543874,9956,81437,0.99,3.73,42622,launch_product,5,1975284,0.35,0.6056,9.05
BetaTech,17,recession,250650,63974,105276,0.95,7.03,96454,price_cut,2,1691988,0.36,0.5764,5.93
BetaTech,18,growth,502357,44513,152389,0.85,6.95,51144,marketing_blitz,8,1921561,0.19,0.8062,6.49
AlphaCorp,12,recession,361470,34249,154529,0.87,6.25,53424,marketing_blitz,5,1041330,0.12,0.0218,1.31
GammaRetail,22,growth,436736,52559,134602,0.92,9.67,34945,expand_market,1,518443,0.09,0.2561,5.64
BetaTech,14,growth,175899,16038,7686,0.95,4.76,26680,marketing_blitz,6,1464092,0.11,0.7591,8.0
GammaRetail,13,stagnation,487239,15480,60673,0.9,8.81,15444,launch_product,4,323016,0.07,0.7849,5.4
BetaTech,14,recession,393009,5648,290719,1.03,1.5,30469,price_cut,5,1381051,0.16,0.5563,2.82
BetaTech,9,growth,433572,148531,20335,1.04,4.69,11212,expand_market,6,1439355,0.14,0.6801,7.7
AlphaCorp,19,growth,558575,148238,275604,0.82,1.66,82373,expand_market,9,1649155,0.12,0.552,9.13
DeltaHealth,2,stagnation,869893,30344,192621,1.06,6.35,20437,invest_rnd,4,1028211,0.11,0.8976,9.82
DeltaHealth,11,growth,779635,142599,188483,0.99,6.33,3931,expand_market,5,1455351,0.37,0.6638,9.13
AlphaCorp,17,stagnation,55976,96380,193658,1.02,4.12,32803,price_cut,1,849638,0.23,0.1429,6.09
GammaRetail,2,growth,626737,67996,174710,1.16,9.16,40887,launch_product,6,1706425,0.06,0.867,4.43
DeltaHealth,19,stagnation,299746,41269,232468,0.87,2.46,25946,marketing_blitz,8,908112,0.19,0.6076,6.63
AlphaCorp,7,stagnation,560500,79913,163095,0.96,5.18,85500,launch_product,1,136554,0.37,0.9624,5.51
AlphaCorp,18,recession,971872,77976,269210,0.99,6.31,68857,launch_product,6,527780,0.3,0.5368,8.48
DeltaHealth,13,recession,970527,63790,60229,1.04,2.78,44802,price_cut,6,1307931,0.08,0.5165,5.92
GammaRetail,5,growth,403465,134070,205158,1.07,8.37,49460,invest_rnd,2,784984,0.22,0.7018,3.49
AlphaCorp,18,recession,157435,36358,188471,0.85,5.1,48001,expand_market,10,130689,0.09,0.7198,9.15
BetaTech,23,recession,374035,120720,78948,1.1,5.71,3131,invest_rnd,6,700246,0.24,0.3309,6.41
GammaRetail,24,recession,359808,49071,52391,0.89,4.66,30188,invest_rnd,9,569429,0.06,0.2184,6.85
GammaRetail,24,growth,230317,25774,225901,1.18,6.45,87796,invest_rnd,10,336373,0.32,0.5089,4.16
DeltaHealth,16,growth,714882,142731,247647,0.84,8.33,2597,marketing_blitz,1,1839722,0.19,0.1597,7.31
DeltaHealth,15,recession,879153,133169,48959,1.19,4.02,16161,launch_product,1,1669499,0.4,0.0976,1.93
BetaTech,8,recession,719536,102798,159234,1.17,3.74,48015,launch_product,1,1935553,0.07,0.9443,4.83
AlphaCorp,15,growth,399113,199749,55592,1.16,9.21,9751,invest_rnd,4,1896228,0.19,0.2633,4.25
DeltaHealth,1,recession,789501,57172,230775,0.81,9.99,72336,invest_rnd,10,958826,0.24,0.8134,5.15
DeltaHealth,17,stagnation,69126,57488,123806,0.88,3.05,70687,expand_market,3,799363,0.14,0.7313,5.46
GammaRetail,15,growth,837528,158956,298325,1.03,2.95,87105,marketing_blitz,4,265418,0.14,0.3986,1.66
DeltaHealth,14,growth,664399,102076,285954,1.09,2.33,71344,expand_market,6,1978281,0.17,0.3795,9.1
DeltaHealth,14,stagnation,473056,176877,22025,1.09,3.63,35235,marketing_blitz,10,959599,0.06,0.7712,5.89
DeltaHealth,10,recession,890587,99621,9793,0.82,5.47,89342,invest_rnd,10,1214371,0.4,0.7433,4.82
DeltaHealth,2,stagnation,461703,181495,108240,1.08,1.04,95712,marketing_blitz,1,60867,0.11,0.0413,4.65
GammaRetail,6,recession,953862,48311,74659,1.0,3.17,85460,launch_product,5,434897,0.1,0.9445,4.31
BetaTech,17,recession,120265,44410,142888,0.93,8.73,43772,price_cut,10,647517,0.32,0.2676,1.84
